Fecha Hora,Fecha Hora(RAW),Trafico suma (volumen),Trafico suma (volumen)(RAW),Trafico suma (velocidad),Trafico suma (velocidad)(RAW),Trafico in (volumen),Trafico in (volumen)(RAW),Trafico in (velocidad),Trafico in (velocidad)(RAW),Trafico out (volumen),Trafico out (volumen)(RAW),Trafico out (velocidad),Trafico out (velocidad)(RAW),Downtime,Downtime(RAW),Cobertura,Cobertura(RAW)
01.09.2018 12:00:00 AM - 01:00:00 AM,43344.25,"4,563,313 KByte",4672832957,"10,243 kbit/s",1280350.981,"4,036,393 KByte",4133266044,"9,060 kbit/s",1132510.253,"526,921 KByte",539566912.7,"1,183 kbit/s",147840.7279,0%,0,100%,10000
01.09.2018 01:00:00 AM - 02:00:00 AM,43344.29167,"3,379,485 KByte",3460592500,"7,691 kbit/s",961353.1367,"3,218,507 KByte",3295750889,"7,324 kbit/s",915560.1114,"160,978 KByte",164841611.2,366 kbit/s,45793.0253,0%,0,100%,9999
01.09.2018 02:00:00 AM - 03:00:00 AM,43344.33333,"3,517,649 KByte",3602072177,"8,005 kbit/s",1000675.672,"3,230,055 KByte",3307576318,"7,351 kbit/s",918863.0858,"287,594 KByte",294495858.4,655 kbit/s,81812.5864,0%,0,100%,9999
01.09.2018 03:00:00 AM - 04:00:00 AM,43344.375,"3,527,360 KByte",3612016649,"8,028 kbit/s",1003443.877,"3,413,209 KByte",3495125577,"7,768 kbit/s",970970.7072,"114,151 KByte",116891071.6,260 kbit/s,32473.1698,0%,0,100%,9999
01.09.2018 04:00:00 AM - 05:00:00 AM,43344.41667,"2,175,130 KByte",2227332624,"4,950 kbit/s",618758.5075,"2,089,572 KByte",2139722183,"4,755 kbit/s",594420.1105,"85,557 KByte",87610441.1,195 kbit/s,24338.3971,0%,0,100%,9999
01.09.2018 05:00:00 AM - 06:00:00 AM,43344.45833,"1,500,728 KByte",1536745767,"3,415 kbit/s",426914.1437,"1,417,204 KByte",1451216727,"3,225 kbit/s",403153.8333,"83,524 KByte",85529039.06,190 kbit/s,23760.3104,0%,0,100%,9999
01.09.2018 06:00:00 AM - 07:00:00 AM,43344.5,"13,253,682 KByte",13571770854,"30,162 kbit/s",3770302.906,"11,759,018 KByte",12041234363,"26,761 kbit/s",3345112.542,"1,494,665 KByte",1530536491,"3,402 kbit/s",425190.3631,0%,0,100%,9999
01.09.2018 07:00:00 AM - 08:00:00 AM,43344.54167,"57,867,400 KByte",59256217828,"131,692 kbit/s",16461478.02,"51,287,873 KByte",52518781912,"116,718 kbit/s",14589806.88,"6,579,527 KByte",6737435916,"14,973 kbit/s",1871671.148,0%,0,100%,9999
01.09.2018 08:00:00 AM - 09:00:00 AM,43344.58333,"77,950,421 KByte",79821231155,"177,396 kbit/s",22174473.68,"70,438,844 KByte",72129376643,"160,301 kbit/s",20037663.42,"7,511,577 KByte",7691854512,"17,094 kbit/s",2136810.256,0%,0,100%,9999
01.09.2018 09:00:00 AM - 10:00:00 AM,43344.625,"94,537,411 KByte",96806309096,"215,144 kbit/s",26892957.2,"85,246,909 KByte",87292834730,"194,001 kbit/s",24250097.85,"9,290,502 KByte",9513474366,"21,143 kbit/s",2642859.348,0%,0,100%,9999
01.09.2018 10:00:00 AM - 11:00:00 AM,43344.66667,"93,546,392 KByte",95791505221,"212,891 kbit/s",26611412.59,"84,619,900 KByte",86650777341,"192,577 kbit/s",24072067.58,"8,926,492 KByte",9140727880,"20,315 kbit/s",2539345.012,0%,0,100%,9999
01.09.2018 11:00:00 AM - 12:00:00 PM,43344.70833,"117,665,271 KByte",1.20489E+11,"267,776 kbit/s",33472021.91,"105,015,211 KByte",1.07536E+11,"238,988 kbit/s",29873482.79,"12,650,060 KByte",12953661272,"28,788 kbit/s",3598539.121,0%,0,100%,9999
01.09.2018 12:00:00 PM - 01:00:00 PM,43344.75,"93,369,908 KByte",95610785792,"212,486 kbit/s",26560765.01,"77,686,854 KByte",79551338376,"176,795 kbit/s",22099435.61,"15,683,054 KByte",16059447416,"35,691 kbit/s",4461329.393,0%,0,100%,9999
01.09.2018 01:00:00 PM - 02:00:00 PM,43344.79167,"47,232,745 KByte",48366330564,"107,491 kbit/s",13436360.81,"42,170,822 KByte",43182921525,"95,971 kbit/s",11996388.97,"5,061,923 KByte",5183409039,"11,520 kbit/s",1439971.841,0%,0,100%,9999
01.09.2018 02:00:00 PM - 03:00:00 PM,43344.83333,"42,663,026 KByte",43686939042,"97,089 kbit/s",12136171.06,"39,327,386 KByte",40271243218,"89,498 kbit/s",11187295.5,"3,335,640 KByte",3415695824,"7,591 kbit/s",948875.5613,0%,0,100%,9999
01.09.2018 03:00:00 PM - 04:00:00 PM,43344.875,"26,444,717 KByte",27079390581,"60,182 kbit/s",7522784.321,"23,972,144 KByte",24547475433,"54,555 kbit/s",6819406.174,"2,472,573 KByte",2531915148,"5,627 kbit/s",703378.1474,0%,0,100%,9999
01.09.2018 04:00:00 PM - 05:00:00 PM,43344.91667,"25,450,374 KByte",26061183268,"57,919 kbit/s",7239861.118,"23,022,124 KByte",23574655370,"52,393 kbit/s",6549097.523,"2,428,250 KByte",2486527897,"5,526 kbit/s",690763.5949,0%,0,100%,9999
01.09.2018 05:00:00 PM - 06:00:00 PM,43344.95833,"17,718,621 KByte",18143867682,"40,323 kbit/s",5040383.277,"15,436,821 KByte",15807304980,"35,130 kbit/s",4391283.99,"2,281,800 KByte",2336562702,"5,193 kbit/s",649099.2866,0%,0,100%,9999
01.09.2018 06:00:00 PM - 07:00:00 PM,43345,"8,418,289 KByte",8620328252,"19,158 kbit/s",2394721.882,"7,342,920 KByte",7519150391,"16,711 kbit/s",2088815.35,"1,075,369 KByte",1101177861,"2,447 kbit/s",305906.5318,0%,0,100%,9999
01.09.2018 07:00:00 PM - 08:00:00 PM,43345.04167,"10,349,911 KByte",10598308685,"23,554 kbit/s",2944228.166,"9,539,386 KByte",9768330943,"21,709 kbit/s",2713658.938,"810,525 KByte",829977741.9,"1,845 kbit/s",230569.2273,0%,0,100%,9999
01.09.2018 08:00:00 PM - 09:00:00 PM,43345.08333,"12,314,326 KByte",12609870010,"28,025 kbit/s",3503062.784,"10,251,455 KByte",10497490270,"23,330 kbit/s",2916236.841,"2,062,871 KByte",2112379740,"4,695 kbit/s",586825.9423,0%,0,100%,9999
01.09.2018 09:00:00 PM - 10:00:00 PM,43345.125,"14,589,982 KByte",14940141276,"33,204 kbit/s",4150442.759,"13,515,940 KByte",13840322546,"30,759 kbit/s",3844907.851,"1,074,042 KByte",1099818730,"2,444 kbit/s",305534.9075,0%,0,100%,9999
01.09.2018 10:00:00 PM - 11:00:00 PM,43345.16667,"4,225,580 KByte",4326993766,"9,617 kbit/s",1202066.258,"3,977,166 KByte",4072618231,"9,051 kbit/s",1131399.125,"248,414 KByte",254375534.4,565 kbit/s,70667.1337,0%,0,100%,9999
01.09.2018 11:00:00 PM - 12:00:00 AM,43345.20833,"1,790,015 KByte",1832975750,"4,074 kbit/s",509205.1932,"1,623,375 KByte",1662335813,"3,694 kbit/s",461800.9969,"166,641 KByte",170639937.4,379 kbit/s,47404.1963,0%,0,100%,9999
02.09.2018 12:00:00 AM - 01:00:00 AM,43345.25,"3,593,768 KByte",3680018070,"8,179 kbit/s",1022318.114,"1,575,973 KByte",1613795937,"3,587 kbit/s",448316.4996,"2,017,795 KByte",2066222132,"4,592 kbit/s",574001.6147,0%,0,100%,9999
02.09.2018 01:00:00 AM - 02:00:00 AM,43345.29167,"3,216,419 KByte",3293612816,"7,320 kbit/s",914966.1546,"2,501,495 KByte",2561530413,"5,693 kbit/s",711593.5487,"714,924 KByte",732082402.9,"1,627 kbit/s",203372.6058,0%,0,100%,9999
02.09.2018 02:00:00 AM - 03:00:00 AM,43345.33333,"917,226 KByte",939239700.3,"2,087 kbit/s",260923.8348,"836,907 KByte",856993085,"1,905 kbit/s",238075.4583,"80,319 KByte",82246615.31,183 kbit/s,22848.3765,0%,0,100%,9999
02.09.2018 03:00:00 AM - 04:00:00 AM,43345.375,"1,071,969 KByte",1097695969,"2,440 kbit/s",304940.1115,"894,339 KByte",915803310.2,"2,035 kbit/s",254410.3026,"177,630 KByte",181892658.7,404 kbit/s,50529.809,0%,0,100%,9999
02.09.2018 04:00:00 AM - 05:00:00 AM,43345.41667,"837,259 KByte",857353290.8,"1,905 kbit/s",238176.848,"796,824 KByte",815947514.9,"1,813 kbit/s",226674.1252,"40,435 KByte",41405775.9,92 kbit/s,11502.7227,0%,0,100%,9999
02.09.2018 05:00:00 AM - 06:00:00 AM,43345.45833,"1,196,444 KByte",1225158622,"2,723 kbit/s",340351.1474,"1,137,591 KByte",1164893223,"2,589 kbit/s",323609.3172,"58,853 KByte",60265398.77,134 kbit/s,16741.8302,0%,0,100%,9999
02.09.2018 06:00:00 AM - 07:00:00 AM,43345.5,"2,402,291 KByte",2459946177,"5,467 kbit/s",683384.8228,"2,222,676 KByte",2276020315,"5,058 kbit/s",632289.3378,"179,615 KByte",183925862.5,409 kbit/s,51095.485,0%,0,100%,9999
02.09.2018 07:00:00 AM - 08:00:00 AM,43345.54167,"1,924,113 KByte",1970291896,"4,379 kbit/s",547351.958,"1,831,717 KByte",1875678403,"4,169 kbit/s",521068.0957,"92,396 KByte",94613493.16,210 kbit/s,26283.8622,0%,0,100%,9999
02.09.2018 08:00:00 AM - 09:00:00 AM,43345.58333,"1,063,273 KByte",1088791194,"2,420 kbit/s",302468.0442,"846,907 KByte",867232589.8,"1,927 kbit/s",240918.6874,"216,366 KByte",221558604.3,492 kbit/s,61549.3568,0%,0,100%,9999
02.09.2018 09:00:00 AM - 10:00:00 AM,43345.625,"733,852 KByte",751463962.7,"1,670 kbit/s",208757.966,"555,932 KByte",569274248.6,"1,265 kbit/s",158145.3538,"177,920 KByte",182189714,405 kbit/s,50612.6122,0%,0,100%,9999
02.09.2018 10:00:00 AM - 11:00:00 AM,43345.66667,"2,836,600 KByte",2904678219,"6,455 kbit/s",806922.3042,"1,453,746 KByte",1488635774,"3,308 kbit/s",413544.3993,"1,382,854 KByte",1416042444,"3,147 kbit/s",393377.9049,0%,0,100%,9999
02.09.2018 11:00:00 AM - 12:00:00 PM,43345.70833,"3,121,249 KByte",3196158685,"7,103 kbit/s",887895.8481,"2,300,418 KByte",2355627988,"5,235 kbit/s",654395.6407,"820,831 KByte",840530696.8,"1,868 kbit/s",233500.2075,0%,0,100%,9999
02.09.2018 12:00:00 PM - 01:00:00 PM,43345.75,"2,566,573 KByte",2628170492,"5,841 kbit/s",730110.2296,"1,804,838 KByte",1848154168,"4,107 kbit/s",513420.3691,"761,735 KByte",780016324,"1,734 kbit/s",216689.8605,0%,0,100%,9999
02.09.2018 01:00:00 PM - 02:00:00 PM,43345.79167,"2,060,918 KByte",2110380069,"4,690 kbit/s",586267.1699,"1,737,189 KByte",1778882025,"3,953 kbit/s",494176.45,"323,729 KByte",331498043.7,737 kbit/s,92090.7199,0%,0,100%,9999
02.09.2018 02:00:00 PM - 03:00:00 PM,43345.83333,"231,273 KByte",236823834,526 kbit/s,65790.2464,"219,643 KByte",224914049.6,500 kbit/s,62481.6788,"11,631 KByte",11909784.48,26 kbit/s,3308.5676,0%,0,100%,9999
02.09.2018 03:00:00 PM - 04:00:00 PM,43345.875,"6,649 KByte",6808472.004,15 kbit/s,1891.4103,"5,208 KByte",5332922.045,12 kbit/s,1481.4989,"1,441 KByte",1475549.959,3.28 kbit/s,409.9114,0%,0,100%,9999
02.09.2018 04:00:00 PM - 05:00:00 PM,43345.91667,"486,541 KByte",498218312.5,"1,107 kbit/s",138406.2785,"475,794 KByte",487213157,"1,083 kbit/s",135349.0191,"10,747 KByte",11005155.47,24 kbit/s,3057.2594,0%,0,100%,9999
02.09.2018 05:00:00 PM - 06:00:00 PM,43345.95833,"481,332 KByte",492883753.8,"1,095 kbit/s",136922.423,"447,054 KByte",457783327.4,"1,017 kbit/s",127171.5732,"34,278 KByte",35100426.45,78 kbit/s,9750.8498,0%,0,100%,9999
02.09.2018 06:00:00 PM - 07:00:00 PM,43346,"2,129,838 KByte",2180954121,"4,847 kbit/s",605871.0783,"1,966,975 KByte",2014182427,"4,476 kbit/s",559541.7471,"162,863 KByte",166771693.8,371 kbit/s,46329.3313,0%,0,100%,9999
02.09.2018 07:00:00 PM - 08:00:00 PM,43346.04167,"1,779,328 KByte",1822031869,"4,049 kbit/s",506162.1439,"1,671,019 KByte",1711122945,"3,803 kbit/s",475351.5417,"108,309 KByte",110908924.9,246 kbit/s,30810.6022,0%,0,100%,9999
02.09.2018 08:00:00 PM - 09:00:00 PM,43346.08333,"2,000,944 KByte",2048966422,"4,554 kbit/s",569203.192,"1,910,899 KByte",1956760953,"4,349 kbit/s",543588.4982,"90,044 KByte",92205469.22,205 kbit/s,25614.6937,0%,0,100%,9999
02.09.2018 09:00:00 PM - 10:00:00 PM,43346.125,"1,627,802 KByte",1666868933,"3,704 kbit/s",463060.309,"1,563,440 KByte",1600962656,"3,558 kbit/s",444751.3823,"64,362 KByte",65906277.23,146 kbit/s,18308.9267,0%,0,100%,9999
02.09.2018 10:00:00 PM - 11:00:00 PM,43346.16667,"1,145,594 KByte",1173088693,"2,607 kbit/s",325889.6539,"1,081,461 KByte",1107415788,"2,461 kbit/s",307645.4065,"64,134 KByte",65672905.14,146 kbit/s,18244.2474,0%,0,100%,9999
02.09.2018 11:00:00 PM - 12:00:00 AM,43346.20833,"2,292,434 KByte",2347452085,"5,217 kbit/s",652122.5558,"2,164,379 KByte",2216324421,"4,926 kbit/s",615695.2702,"128,054 KByte",131127664.1,291 kbit/s,36427.2856,0%,0,100%,9999
03.09.2018 12:00:00 AM - 01:00:00 AM,43346.25,"1,746,902 KByte",1788828050,"3,975 kbit/s",496933.9507,"1,634,982 KByte",1674221711,"3,721 kbit/s",465096.4687,"111,920 KByte",114606338.9,255 kbit/s,31837.482,0%,0,100%,9999
03.09.2018 01:00:00 AM - 02:00:00 AM,43346.29167,"654,172 KByte",669872496,"1,489 kbit/s",186088.6162,"598,817 KByte",613188608.5,"1,363 kbit/s",170341.9983,"55,355 KByte",56683887.58,126 kbit/s,15746.6178,0%,0,100%,9999
03.09.2018 02:00:00 AM - 03:00:00 AM,43346.33333,"1,867,090 KByte",1911900346,"4,249 kbit/s",531132.1166,"1,610,084 KByte",1648725846,"3,664 kbit/s",458021.3869,"257,006 KByte",263174500.6,585 kbit/s,73110.7298,0%,0,100%,9999
03.09.2018 03:00:00 AM - 04:00:00 AM,43346.375,"1,297,807 KByte",1328954123,"2,953 kbit/s",369185.714,"1,198,314 KByte",1227073151,"2,727 kbit/s",340883.007,"99,493 KByte",101880971.4,226 kbit/s,28302.707,0%,0,100%,9999
03.09.2018 04:00:00 AM - 05:00:00 AM,43346.41667,"583,167 KByte",597163402.1,"1,327 kbit/s",165893.008,"553,002 KByte",566274413,"1,258 kbit/s",157311.9944,"30,165 KByte",30888989.13,69 kbit/s,8581.0137,0%,0,100%,9999
03.09.2018 05:00:00 AM - 06:00:00 AM,43346.45833,"716,341 KByte",733533316,"1,630 kbit/s",203778.5002,"673,476 KByte",689639635.5,"1,533 kbit/s",191584.6595,"42,865 KByte",43893680.44,98 kbit/s,12193.8407,0%,0,100%,9999
03.09.2018 06:00:00 AM - 07:00:00 AM,43346.5,"28,976,567 KByte",29672004142,"65,944 kbit/s",8243024.778,"22,078,547 KByte",22608431938,"50,246 kbit/s",6280730.61,"6,898,020 KByte",7063572204,"15,698 kbit/s",1962294.169,0%,0,100%,9999
03.09.2018 07:00:00 AM - 08:00:00 AM,43346.54167,"117,606,712 KByte",1.20429E+11,"267,644 kbit/s",33455549.7,"97,850,377 KByte",1.00199E+11,"222,684 kbit/s",27835470.46,"19,756,335 KByte",20230486846,"44,961 kbit/s",5620079.242,0%,0,100%,9999
03.09.2018 08:00:00 AM - 09:00:00 AM,43346.58333,"131,386,799 KByte",1.3454E+11,"299,003 kbit/s",37375359.59,"113,522,733 KByte",1.16247E+11,"258,349 kbit/s",32293601.74,"17,864,066 KByte",18292803728,"40,654 kbit/s",5081757.849,0%,0,100%,9999
03.09.2018 09:00:00 AM - 10:00:00 AM,43346.625,"153,618,625 KByte",1.57305E+11,"349,598 kbit/s",43699727.43,"134,646,369 KByte",1.37878E+11,"306,422 kbit/s",38302709.89,"18,972,256 KByte",19427590051,"43,176 kbit/s",5397017.535,0%,0,100%,9999
03.09.2018 10:00:00 AM - 11:00:00 AM,43346.66667,"187,280,336 KByte",1.91775E+11,"426,206 kbit/s",53275734.63,"157,985,116 KByte",1.61777E+11,"359,537 kbit/s",44942108.16,"29,295,220 KByte",29998305204,"66,669 kbit/s",8333626.473,0%,0,100%,9999
03.09.2018 11:00:00 AM - 12:00:00 PM,43346.70833,"194,111,947 KByte",1.98771E+11,"441,752 kbit/s",55218973.24,"160,659,142 KByte",1.64515E+11,"365,621 kbit/s",45702662.92,"33,452,805 KByte",34255671924,"76,130 kbit/s",9516310.318,0%,0,100%,9999
03.09.2018 12:00:00 PM - 01:00:00 PM,43346.75,"155,233,274 KByte",1.58959E+11,"353,271 kbit/s",44158922.27,"131,275,781 KByte",1.34426E+11,"298,750 kbit/s",37343778.61,"23,957,493 KByte",24532472621,"54,521 kbit/s",6815143.657,0%,0,100%,9999
03.09.2018 01:00:00 PM - 02:00:00 PM,43346.79167,"142,872,869 KByte",1.46302E+11,"325,140 kbit/s",40642554.95,"121,701,184 KByte",1.24622E+11,"276,959 kbit/s",34619918.25,"21,171,685 KByte",21679805770,"48,181 kbit/s",6022636.697,0%,0,100%,9999
03.09.2018 02:00:00 PM - 03:00:00 PM,43346.83333,"180,347,103 KByte",1.84675E+11,"410,426 kbit/s",51303291.8,"158,628,412 KByte",1.62435E+11,"361,000 kbit/s",45124981.66,"21,718,691 KByte",22239939429,"49,426 kbit/s",6178310.136,0%,0,100%,9999
03.09.2018 03:00:00 PM - 04:00:00 PM,43346.875,"197,257,991 KByte",2.01992E+11,"448,911 kbit/s",56113927.47,"171,575,500 KByte",1.75693E+11,"390,464 kbit/s",48808036.16,"25,682,491 KByte",26298870833,"58,447 kbit/s",7305891.311,0%,0,100%,9999
03.09.2018 04:00:00 PM - 05:00:00 PM,43346.91667,"220,693,774 KByte",2.2599E+11,"502,239 kbit/s",62779826.33,"190,031,142 KByte",1.94592E+11,"432,459 kbit/s",54057356.83,"30,662,632 KByte",31398535118,"69,780 kbit/s",8722469.496,0%,0,100%,9999
03.09.2018 05:00:00 PM - 06:00:00 PM,43346.95833,"195,565,056 KByte",2.00259E+11,"445,061 kbit/s",55632647.77,"171,534,553 KByte",1.75651E+11,"390,373 kbit/s",48796659.25,"24,030,502 KByte",24607234425,"54,688 kbit/s",6835988.517,0%,0,100%,9999
03.09.2018 06:00:00 PM - 07:00:00 PM,43347,"218,553,637 KByte",2.23799E+11,"497,378 kbit/s",62172239.69,"169,987,217 KByte",1.74067E+11,"386,852 kbit/s",48356486.54,"48,566,420 KByte",49732013959,"110,526 kbit/s",13815753.14,0%,0,100%,9999
03.09.2018 07:00:00 PM - 08:00:00 PM,43347.04167,"221,096,014 KByte",2.26402E+11,"503,162 kbit/s",62895298.3,"186,236,687 KByte",1.90706E+11,"423,831 kbit/s",52978847.45,"34,859,327 KByte",35695950629,"79,332 kbit/s",9916450.849,0%,0,100%,9999
03.09.2018 08:00:00 PM - 09:00:00 PM,43347.08333,"158,045,394 KByte",1.61838E+11,"359,670 kbit/s",44958756.05,"139,038,193 KByte",1.42375E+11,"316,415 kbit/s",39551827.69,"19,007,201 KByte",19463374087,"43,255 kbit/s",5406928.36,0%,0,100%,9999
03.09.2018 09:00:00 PM - 10:00:00 PM,43347.125,"91,216,033 KByte",93405217696,"207,587 kbit/s",25948344.48,"78,367,384 KByte",80248201127,"178,346 kbit/s",22293272.46,"12,848,649 KByte",13157016569,"29,241 kbit/s",3655072.026,0%,0,100%,9999
03.09.2018 10:00:00 PM - 11:00:00 PM,43347.16667,"7,891,081 KByte",8080467290,"17,958 kbit/s",2244767.547,"6,784,854 KByte",6947690674,"15,441 kbit/s",1930080.277,"1,106,227 KByte",1132776617,"2,517 kbit/s",314687.2693,0%,0,100%,9999
03.09.2018 11:00:00 PM - 12:00:00 AM,43347.20833,"2,080,780 KByte",2130719118,"4,735 kbit/s",591919.0368,"1,739,712 KByte",1781465334,"3,959 kbit/s",494895.4725,"341,068 KByte",349253784.1,776 kbit/s,97023.5643,0%,0,100%,9999
04.09.2018 12:00:00 AM - 01:00:00 AM,43347.25,"1,611,720 KByte",1650401186,"3,668 kbit/s",458486.8017,"1,539,309 KByte",1576252564,"3,503 kbit/s",437888.0742,"72,411 KByte",74148621.57,165 kbit/s,20598.7275,0%,0,100%,9999
04.09.2018 01:00:00 AM - 02:00:00 AM,43347.29167,"3,818,576 KByte",3910221928,"8,690 kbit/s",1086272.333,"2,124,842 KByte",2175837912,"4,836 kbit/s",604454.8284,"1,693,734 KByte",1734384016,"3,855 kbit/s",481817.5044,0%,0,100%,9999
04.09.2018 02:00:00 AM - 03:00:00 AM,43347.33333,"1,767,725 KByte",1810149970,"4,023 kbit/s",502865.5322,"1,678,791 KByte",1719082102,"3,821 kbit/s",477566.5831,"88,933 KByte",91067868.17,202 kbit/s,25298.9491,0%,0,100%,9999
04.09.2018 03:00:00 AM - 04:00:00 AM,43347.375,"2,271,043 KByte",2325548262,"5,168 kbit/s",646043.0545,"2,198,530 KByte",2251294918,"5,003 kbit/s",625415.292,"72,513 KByte",74253343.95,165 kbit/s,20627.7625,0%,0,100%,9999
04.09.2018 04:00:00 AM - 05:00:00 AM,43347.41667,"1,973,979 KByte",2021354721,"4,492 kbit/s",561532.657,"1,799,353 KByte",1842537925,"4,095 kbit/s",511857.3234,"174,626 KByte",178816795.4,397 kbit/s,49675.3337,0%,0,100%,9999
04.09.2018 05:00:00 AM - 06:00:00 AM,43347.45833,"1,686,802 KByte",1727285276,"3,839 kbit/s",479845.4513,"1,621,279 KByte",1660189674,"3,690 kbit/s",461206.0755,"65,523 KByte",67095601.92,149 kbit/s,18639.3758,0%,0,100%,9999
04.09.2018 06:00:00 AM - 07:00:00 AM,43347.5,"36,956,080 KByte",37843025769,"84,104 kbit/s",10513002.9,"33,089,167 KByte",33883307421,"75,304 kbit/s",9412971.136,"3,866,912 KByte",3959718348,"8,800 kbit/s",1100031.767,0%,0,100%,9999
04.09.2018 07:00:00 AM - 08:00:00 AM,43347.54167,"125,915,151 KByte",1.28937E+11,"286,549 kbit/s",35818650.96,"110,370,436 KByte",1.13019E+11,"251,174 kbit/s",31396699.39,"15,544,714 KByte",15917787506,"35,376 kbit/s",4421951.57,0%,0,100%,9999
04.09.2018 08:00:00 AM - 09:00:00 AM,43347.58333,"155,113,768 KByte",1.58836E+11,"352,996 kbit/s",44124558.93,"130,881,372 KByte",1.34023E+11,"297,850 kbit/s",37231271.4,"24,232,396 KByte",24813973896,"55,146 kbit/s",6893287.523,0%,0,100%,9999
04.09.2018 09:00:00 AM - 10:00:00 AM,43347.625,"192,320,049 KByte",1.96936E+11,"437,669 kbit/s",54708624.65,"165,400,519 KByte",1.6937E+11,"376,407 kbit/s",47050918.15,"26,919,530 KByte",27565599216,"61,262 kbit/s",7657706.493,0%,0,100%,9999
04.09.2018 10:00:00 AM - 11:00:00 AM,43347.66667,"186,403,625 KByte",1.90877E+11,"424,208 kbit/s",53026041.58,"156,169,513 KByte",1.59918E+11,"355,403 kbit/s",44425375.78,"30,234,112 KByte",30959730689,"68,805 kbit/s",8600665.804,0%,0,100%,9999
04.09.2018 11:00:00 AM - 12:00:00 PM,43347.70833,"194,832,536 KByte",1.99509E+11,"443,398 kbit/s",55424728.96,"166,673,626 KByte",1.70674E+11,"379,314 kbit/s",47414260.04,"28,158,910 KByte",28834724258,"64,084 kbit/s",8010468.925,0%,0,100%,9999
04.09.2018 12:00:00 PM - 01:00:00 PM,43347.75,"167,286,280 KByte",1.71301E+11,"380,703 kbit/s",47587882.92,"147,356,698 KByte",1.50893E+11,"335,348 kbit/s",41918520.26,"19,929,581 KByte",20407891373,"45,355 kbit/s",5669362.658,0%,0,100%,9999
04.09.2018 01:00:00 PM - 02:00:00 PM,43347.79167,"174,534,405 KByte",1.78723E+11,"397,197 kbit/s",49649617.11,"150,595,021 KByte",1.54209E+11,"342,717 kbit/s",42839606.13,"23,939,383 KByte",24513928432,"54,480 kbit/s",6810010.982,0%,0,100%,9999
04.09.2018 02:00:00 PM - 03:00:00 PM,43347.83333,"180,437,107 KByte",1.84768E+11,"410,633 kbit/s",51329180.4,"163,767,802 KByte",1.67698E+11,"372,698 kbit/s",46587241.24,"16,669,305 KByte",17069368708,"37,936 kbit/s",4741939.158,0%,0,100%,9999
04.09.2018 03:00:00 PM - 04:00:00 PM,43347.875,"210,067,089 KByte",2.15109E+11,"478,059 kbit/s",59757396.21,"185,876,609 KByte",1.90338E+11,"423,008 kbit/s",52875974.99,"24,190,480 KByte",24771051977,"55,051 kbit/s",6881421.223,0%,0,100%,9999
04.09.2018 04:00:00 PM - 05:00:00 PM,43347.91667,"199,122,604 KByte",2.03902E+11,"453,155 kbit/s",56644353.43,"177,944,878 KByte",1.82216E+11,"404,959 kbit/s",50619931.5,"21,177,726 KByte",21685991117,"48,195 kbit/s",6024421.926,0%,0,100%,9999
04.09.2018 05:00:00 PM - 06:00:00 PM,43347.95833,"194,102,869 KByte",1.98761E+11,"441,729 kbit/s",55216084.13,"168,875,595 KByte",1.72929E+11,"384,318 kbit/s",48039728.09,"25,227,274 KByte",25832728840,"57,411 kbit/s",7176356.041,0%,0,100%,9999
04.09.2018 06:00:00 PM - 07:00:00 PM,43348,"194,181,883 KByte",1.98842E+11,"441,907 kbit/s",55238407.65,"170,029,109 KByte",1.7411E+11,"386,942 kbit/s",48367731.66,"24,152,775 KByte",24732441089,"54,965 kbit/s",6870675.996,0%,0,100%,9999
04.09.2018 07:00:00 PM - 08:00:00 PM,43348.04167,"182,706,006 KByte",1.87091E+11,"415,795 kbit/s",51974328.4,"155,277,938 KByte",1.59005E+11,"353,375 kbit/s",44171873.09,"27,428,069 KByte",28086342320,"62,420 kbit/s",7802455.307,0%,0,100%,9999
04.09.2018 08:00:00 PM - 09:00:00 PM,43348.08333,"146,813,220 KByte",1.50337E+11,"334,112 kbit/s",41764033.21,"123,469,981 KByte",1.26433E+11,"280,989 kbit/s",35123569.76,"23,343,239 KByte",23903477081,"53,124 kbit/s",6640463.454,0%,0,100%,9999
04.09.2018 09:00:00 PM - 10:00:00 PM,43348.125,"77,234,772 KByte",79088406882,"175,768 kbit/s",21970954.89,"67,114,634 KByte",68725384984,"152,737 kbit/s",19092081.79,"10,120,139 KByte",10363021899,"23,031 kbit/s",2878873.094,0%,0,100%,9999
04.09.2018 10:00:00 PM - 11:00:00 PM,43348.16667,"6,521,912 KByte",6678437645,"14,842 kbit/s",1855281.329,"6,176,611 KByte",6324849742,"14,056 kbit/s",1757054.008,"345,301 KByte",353587903.8,786 kbit/s,98227.3206,0%,0,100%,9999
04.09.2018 11:00:00 PM - 12:00:00 AM,43348.20833,"1,955,664 KByte",2002600392,"4,451 kbit/s",556322.7015,"1,871,205 KByte",1916114153,"4,258 kbit/s",532296.8108,"84,459 KByte",86486239.09,192 kbit/s,24025.8907,0%,0,100%,9999
05.09.2018 12:00:00 AM - 01:00:00 AM,43348.25,"2,133,374 KByte",2184574667,"4,855 kbit/s",606875.1835,"2,045,484 KByte",2094575108,"4,655 kbit/s",581873.292,"87,890 KByte",89999558.93,200 kbit/s,25001.8915,0%,0,100%,9999
